Dokument_ID	Nachname	Vorname	Pseudonym	Gender	Titel	Untertitel_im_Text	Untertitel_im_Inhaltsverzeichnis	Jahr_ED	entstanden	Gattungslabel_ED	Gattungslabel_ED_normalisiert	Medium_ED	Medientyp_ED	Hg.	Kanon_Status	Nummer im Heft (ab 00797: 1 erste Position. 0 nicht erste Position)	seriell	Seiten	Medium_Zweitdruck	Jahr_Zweitdruck	Label_Zweitdruck	Medium_Drittdruck	Jahr_Drittdruck	Label_Drittdruck	in_Deutscher_Novellenschatz_(Heyse)	in_Pantheon	in_RUB_Sammlung	in_B-v-Wiese	Verantwortlich_Erfassung	falls andere Quelle	Herkunft_Prätext_lt_Paratext	Wahrheitsbeglaubigung_lt_Paratext	Bearbeitungsqualität	ist_spätere_Fassung_von	UrhGeschBis	falls_Episode_als_Ganztext_erfasst	Kontrafaktizität_annotiert
00850-00	Putlitz	Gustav zu		m	Ricordo			1874		N	N	Deutsche Rundschau	Rundschau		0		FALSE																				
00851-00	Olfers	Marie von		f	Eigenthum			1875		N	N	Deutsche Rundschau	Rundschau		1		FALSE																				
00852-00	Dincklage	Emmy v.		f	Erich Lennep			1875		E	E	Deutsche Rundschau	Rundschau		1		FALSE																				
00853-00	Auerbach	Berthold		m	Nannchen von Mainz	Eine rheinsche Geschichte		1875		Geschichte	XE	Deutsche Rundschau	Rundschau		1		FALSE																				
00854-00	Jensen	Wilhelm		m	Wilhelm von Grumbach			1875		N	N	Deutsche Rundschau	Rundschau		1		FALSE																				
00855-00	Storm	Theodor		m	Psyche	Novelle		1875		N	N	Deutsche Rundschau	Rundschau		2		FALSE																				
00856-00	Schücking	Levin		m	Onkel Martins Vermächtniß	Novelle		1875		N	N	Deutsche Rundschau	Rundschau		1		FALSE																				
00857-00	Wichert	Ernst		m	Nur Wahrheit	Novelle		1876		N	N	Deutsche Rundschau	Rundschau		1		FALSE																				
00858-00	Homberger	Heinrich		m	Der Leitstern	Novelle		1876		N	N	Deutsche Rundschau	Rundschau		0		FALSE																				
00859-00	Traun	Julius von der		m	Die Aebtissin von Buchau	Novelle		1876		N	N	Deutsche Rundschau	Rundschau		1		FALSE																				
00860-00	Lindau	Rudolf		m	Das Glückspendel	Novelle		1876		N	N	Deutsche Rundschau	Rundschau		1		FALSE																				
00861-00	Olfers	Marie von		f	Die Vernunftheirat	Novelle		1876		N	N	Deutsche Rundschau	Rundschau		1		FALSE																				
00862-00	Meyer	C. F.		m	Der Schuß von der Kanzel	Novelle		1877		N	N	Zürcher Taschenbuch auf das Jahr 1878	Taschenbuch		2		FALSE																				
00863-00	Meyer	C.F.		m	Der Heilige 	Novelle		1880		N	N	Buch	Buch		2		FALSE																				
00864-00	Benn	Gottfried		m	Gehirne	Novelle		1916		N	N	Anthologie	Buch	Haberland, Wolff Verlag, Leipzig	2		FALSE																				
00865-00	Benn	Gottfried		m	Die Eroberung	Novelle		1916		N	N	Anthologie	Buch	Haberland, Wolff Verlag, Leipzig	2		FALSE																				
00866-00	Benn	Gottfried		m	Die Reise	Novelle		1916		N	N	Anthologie	Buch	Haberland, Wolff Verlag, Leipzig	2		FALSE																				
00867-00	Benn	Gottfried		m	Die Insel	Novelle		1916		N	N	Anthologie	Buch	Haberland, Wolff Verlag, Leipzig	2		FALSE																				
00868-00	Benn	Gottfried		m	Der Geburtstag	Novelle		1916		N	N	Anthologie	Buch	Haberland, Wolff Verlag, Leipzig	2		FALSE																				
00869-00	Schiller	Friedrich		m	Die Geisterseher	Aus den Memoiren des Grafen von O**		1789		0E	0E	Buch	Buch	Göschen, Leipzig	2		0																	00249-00			
00870-00	Kleist	Heinrich von		m	Jeronimo und Josephe. Eine Szene aus dem Erdbeben zu Chili, vom Jahr 1647			1807		0E	0E	Zeitschrift	Cotta’s Morgenblatt für gebildete Stände		3	5	TRUE	10.–15.9.1807, Nr. 217–221] Tübingen: Cotta, 1807											Julian Schröter					00311-00			
00871-00	John	Friederike H. C. Eugenie	Marlitt	f	Die zwölf Apostel			1869		E	E	Thüringer Erzählungen	Anthologie		0														Julian Schröter					00233-00			
00872-00	Stifter	Adalbert		m	Der Condor	Von Adalbert Stifter		1840		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode	Zeitschrift	Friedrich Witthauer	2		TRUE		Studien. Bd. I	1844									Martin Ruhl								
00872-01	Stifter	Adalbert		m	Der Condor	Von Adalbert Stifter		1840		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 53. 02. April	Zeitschrift	Friedrich Witthauer	2	1	TRUE	417-419	Studien. Bd. I	1844									Martin Ruhl								
00872-02	Stifter	Adalbert		m	Der Condor			1840		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 54. 04. April	Zeitschrift	Friedrich Witthauer	2	1	TRUE	425-427	Studien. Bd. I	1844									Martin Ruhl								
00872-03	Stifter	Adalbert		m	Der Condor			1840		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 55. 06. April	Zeitschrift	Friedrich Witthauer	2	1	TRUE	433-435	Studien. Bd. I	1844									Martin Ruhl								
00872-04	Stifter	Adalbert		m	Der Condor			1840		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 56. 07. April	Zeitschrift	Friedrich Witthauer	2	1	TRUE	441-444	Studien. Bd. I	1844									Martin Ruhl								
00872-05	Stifter	Adalbert		m	Der Condor			1840		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 57. 09. April	Zeitschrift	Friedrich Witthauer	2	1	TRUE	449-451	Studien. Bd. I	1844									Martin Ruhl								
00873-00	Stifter	Adalbert		m	Das Haidedorf	Von Adalbert Stifter		1840		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode	Zeitschrift	Friedrich Witthauer	2		TRUE		Studien. Bd. I	1844									Martin Ruhl								
00873-01	Stifter	Adalbert		m	Das Haidedorf	Von Adalbert Stifter		1840		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 105. 02. Juli	Zeitschrift	Friedrich Witthauer	2	1	TRUE	833-835	Studien. Bd. I	1844									Martin Ruhl								
00873-02	Stifter	Adalbert		m	Das Haidedorf			1840		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 106. 04. Juli	Zeitschrift	Friedrich Witthauer	2	1	TRUE	841-843	Studien. Bd. I	1844									Martin Ruhl								
00873-03	Stifter	Adalbert		m	Das Haidedorf			1840		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 107. 06. Juli	Zeitschrift	Friedrich Witthauer	2	1	TRUE	849-851	Studien. Bd. I	1844									Martin Ruhl								
00873-04	Stifter	Adalbert		m	Das Haidedorf			1840		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 108. 7. Juli	Zeitschrift	Friedrich Witthauer	2	1	TRUE	857-859	Studien. Bd. I	1844									Martin Ruhl								
00873-05	Stifter	Adalbert		m	Das Haidedorf			1840		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 109. 09. Juli	Zeitschrift	Friedrich Witthauer	2	1	TRUE	865-868	Studien. Bd. I	1844									Martin Ruhl								
00873-06	Stifter	Adalbert		m	Das Haidedorf			1840		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 110. 11. Juli	Zeitschrift	Friedrich Witthauer	2	1	TRUE	873-876	Studien. Bd. I	1844									Martin Ruhl								
00874-00	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters	Von Adalbert Stifter		1841		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode	Zeitschrift	Friedrich Witthauer	2		TRUE		Studien. Bd. III	1847									Martin Ruhl								
00874-01	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters	Von Adalbert Stifter		1841		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 88. 03. Juni	Zeitschrift	Friedrich Witthauer	2	1	TRUE	697-700	Studien. Bd. III	1847									Martin Ruhl								
00874-02	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1841		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 89. 05. Juni	Zeitschrift	Friedrich Witthauer	2	1	TRUE	705-707	Studien. Bd. III	1847									Martin Ruhl								
00874-03	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1841		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 90. 07. Juni	Zeitschrift	Friedrich Witthauer	2	1	TRUE	713-716	Studien. Bd. III	1847									Martin Ruhl								
00874-04	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1841		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 91. 08. Juni	Zeitschrift	Friedrich Witthauer	2	1	TRUE	721-724	Studien. Bd. III	1847									Martin Ruhl								
00874-05	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1841		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 92. 09. Juni	Zeitschrift	Friedrich Witthauer	2	1	TRUE	729-732	Studien. Bd. III	1847									Martin Ruhl								
00874-06	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1841		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 93. 12. Juni	Zeitschrift	Friedrich Witthauer	2	1	TRUE	737-740	Studien. Bd. III	1847									Martin Ruhl								
00874-07	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters	Von Adalbert Stifter		1841		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 151. 21. September	Zeitschrift	Friedrich Witthauer	2	1	TRUE	1201-1203	Studien. Bd. III	1847									Martin Ruhl								
00874-08	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1841		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 152. 23. September	Zeitschrift	Friedrich Witthauer	2	1	TRUE	1209-1212	Studien. Bd. III	1847									Martin Ruhl								
00874-09	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1841		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 153. 25. September	Zeitschrift	Friedrich Witthauer	2	1	TRUE	1217-1219	Studien. Bd. III	1847									Martin Ruhl								
00874-10	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1841		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 154. 27. September	Zeitschrift	Friedrich Witthauer	2	1	TRUE	1225-1228	Studien. Bd. III	1847									Martin Ruhl								
00874-11	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1841		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 155. 28. September	Zeitschrift	Friedrich Witthauer	2	1	TRUE	1233-1235	Studien. Bd. III	1847									Martin Ruhl								
00874-12	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1841		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 156. 30. September	Zeitschrift	Friedrich Witthauer	2	1	TRUE	1241-1243	Studien. Bd. III	1847									Martin Ruhl								
00874-13	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters	Von Adalbert Stifter		1842		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 43. 1. Märtz	Zeitschrift	Friedrich Witthauer	2	1	TRUE	337-339	Studien. Bd. III	1847									Martin Ruhl								
00874-14	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1842		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 44. 03. März	Zeitschrift	Friedrich Witthauer	2	1	TRUE	345-347	Studien. Bd. III	1847									Martin Ruhl								
00874-15	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1842		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 45. 04. März	Zeitschrift	Friedrich Witthauer	2	1	TRUE	353-355	Studien. Bd. III	1847									Martin Ruhl								
00874-16	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1842		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 46. 05. März	Zeitschrift	Friedrich Witthauer	2	1	TRUE	361-363	Studien. Bd. III	1847									Martin Ruhl								
00874-17	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1842		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 47. 07. März	Zeitschrift	Friedrich Witthauer	2	1	TRUE	369-371	Studien. Bd. III	1847									Martin Ruhl								
00874-18	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1842		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 48. 08. März	Zeitschrift	Friedrich Witthauer	2	1	TRUE	377-379	Studien. Bd. III	1847									Martin Ruhl								
00874-19	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1842		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 49. 10. März	Zeitschrift	Friedrich Witthauer	2	1	TRUE	385-387	Studien. Bd. III	1847									Martin Ruhl								
00874-20	Stifter	Adalbert		m	Die Mappe meines Urgroßvaters			1842		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 50. 11. März	Zeitschrift	Friedrich Witthauer	2	1	TRUE	393-396	Studien. Bd. III	1847									Martin Ruhl								
00875-00	Stifter	Adalbert		m	Wirkungen eines weißen Mantels	Von Adalbert Stifter		1843		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode	Zeitschrift	Friedrich Witthauer	2		TRUE		Bunte Steine. Bd. II (neuer Titel: Bergmilch)	1853									Martin Ruhl								
00875-01	Stifter	Adalbert		m	Wirkungen eines weißen Mantels	Von Adalbert Stifter		1843		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 74. 14. April	Zeitschrift	Friedrich Witthauer	2	1	TRUE	585-588	Bunte Steine. Bd. II (neuer Titel: Bergmilch)	1853									Martin Ruhl								
00875-02	Stifter	Adalbert		m	Wirkungen eines weißen Mantels			1843		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 75. 15. April	Zeitschrift	Friedrich Witthauer	2	1	TRUE	593-596	Bunte Steine. Bd. II (neuer Titel: Bergmilch)	1853									Martin Ruhl								
00875-03	Stifter	Adalbert		m	Wirkungen eines weißen Mantels	Von Adalbert Stifter		1843		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 76. 17. April	Zeitschrift	Friedrich Witthauer	2	1	TRUE	601-604	Bunte Steine. Bd. II (neuer Titel: Bergmilch)	1853									Martin Ruhl								
00876-00	Stifter	Adalbert		m	Die drey Schmiede ihres Schicksals	Von Adalbert Stifter		1844		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode	Zeitschrift	Friedrich Witthauer	2		TRUE												Martin Ruhl								
00876-01	Stifter	Adalbert		m	Die drey Schmiede ihres Schicksals	Von Adalbert Stifter		1844		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 1. 01. Januar	Zeitschrift	Friedrich Witthauer	2	1	TRUE	S. 1-4											Martin Ruhl								
00876-02	Stifter	Adalbert		m	Die drey Schmiede ihres Schicksals			1844		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 2. 02. Januar	Zeitschrift	Friedrich Witthauer	2	1	TRUE	S. 9-11											Martin Ruhl								
00876-03	Stifter	Adalbert		m	Die drey Schmiede ihres Schicksals			1844		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 3. 04. Januar	Zeitschrift	Friedrich Witthauer	2	1	TRUE	17-20											Martin Ruhl								
00876-04	Stifter	Adalbert		m	Die drey Schmiede ihres Schicksals			1844		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 4. 05. Januar	Zeitschrift	Friedrich Witthauer	2	1	TRUE	25-28											Martin Ruhl								
00876-05	Stifter	Adalbert		m	Die drey Schmiede ihres Schicksals			1844		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 5. 06. Januar	Zeitschrift	Friedrich Witthauer	2	1	TRUE	33-35											Martin Ruhl								
00876-06	Stifter	Adalbert		m	Die drey Schmiede ihres Schicksals			1844		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 6. 08. Januar	Zeitschrift	Friedrich Witthauer	2	1	TRUE	41-43											Martin Ruhl								
00876-07	Stifter	Adalbert		m	Die drey Schmiede ihres Schicksals			1844		0E	0E	Wiener Zeitschrift für Kunst, Literatur, Theater und Mode. Nr. 7. 09. Januar	Zeitschrift	Friedrich Witthauer	2	1	TRUE	49-51											Martin Ruhl								
00877-00	Stifter	Adalbert		m	Der heilige Abend	Von Adalbert Stifter	Novelle v. Adalbert Stifter	1845		N_Rubrik	E_N_Rubrik	Die Gegenwart. Politisch-literarisches Tagsblatt	Zeitung	Franz Edler von Schmidt	2		TRUE		Bunte Steine. Bd. II (neuer Titel: Bergkristall)	1853									Martin Ruhl								
00877-01	Stifter	Adalbert		m	Der heilige Abend	Von Adalbert Stifter	Novelle v. Adalbert Stifter	1845		N_Rubrik	E_N_Rubrik	Die Gegenwart. Politisch-literarisches Tagsblatt. Nr. 67. 20. Dezember	Zeitung	Franz Edler von Schmidt	2	0	TRUE	315-318	Bunte Steine. Bd. II (neuer Titel: Bergkristall)	1853									Martin Ruhl								
00877-02	Stifter	Adalbert		m	Der heilige Abend	Von Adalbert Stifter	Novelle v. Adalbert Stifter	1845		N_Rubrik	E_N_Rubrik	Die Gegenwart. Politisch-literarisches Tagsblatt. Nr. 68. 22. Dezember	Zeitung	Franz Edler von Schmidt	2	0	TRUE	319-322	Bunte Steine. Bd. II (neuer Titel: Bergkristall)	1853									Martin Ruhl								
00877-03	Stifter	Adalbert		m	Der heilige Abend	Von Adalbert Stifter	Novelle v. Adalbert Stifter	1845		N_Rubrik	E_N_Rubrik	Die Gegenwart. Politisch-literarisches Tagsblatt. Nr. 69. 23. Dezember	Zeitung	Franz Edler von Schmidt	2	0	TRUE	323-326	Bunte Steine. Bd. II (neuer Titel: Bergkristall)	1853									Martin Ruhl								
00877-04	Stifter	Adalbert		m	Der heilige Abend	Von Adalbert Stifter	Novelle v. Adalbert Stifter	1845		N_Rubrik	E_N_Rubrik	Die Gegenwart. Politisch-literarisches Tagsblatt. Nr. 71. 27. Dezember	Zeitung	Franz Edler von Schmidt	2	0	TRUE	335-342	Bunte Steine. Bd. II (neuer Titel: Bergkristall)	1853									Martin Ruhl								
00878-00	Stifter	Adalbert		m	Nachkommenschaften	Von Adalbert Stifter	Von Adalbert Stifter	1864		E_Rubrik	E_N_Rubrik	Der Heimgarten. Ein Haus- und Volksblatt mit Bildern	Anthologie	Herman Schmid	2		TRUE												Martin Ruhl								
00878-01	Stifter	Adalbert		m	Nachkommenschaften	Von Adalbert Stifter	Von Adalbert Stifter	1864		E_Rubrik	E_N_Rubrik	Der Heimgarten. Ein Haus- und Volksblatt mit Bildern. Nr. 6	Anthologie	Herman Schmid	2	1	TRUE	81-88											Martin Ruhl								
00878-02	Stifter	Adalbert		m	Nachkommenschaften	Von Adalbert Stifter	Von Adalbert Stifter	1864		E_Rubrik	E_N_Rubrik	Der Heimgarten. Ein Haus- und Volksblatt mit Bildern. Nr. 7	Anthologie	Herman Schmid	2	1	TRUE	97-104											Martin Ruhl								
00878-03	Stifter	Adalbert		m	Nachkommenschaften	Von Adalbert Stifter	Von Adalbert Stifter	1864		E_Rubrik	E_N_Rubrik	Der Heimgarten. Ein Haus- und Volksblatt mit Bildern. Nr. 8	Anthologie	Herman Schmid	2	1	TRUE	113-118											Martin Ruhl								
00879-00	Stifter	Adalbert		m	Der Kuß von Sentze	(unbekannt)	(unbekannt)	1866		0E_unknown	0E	Die Gartenlaube für Österreich	Familienblatt	I. A. Siegl	2		TRUE												Martin Ruhl								
00879-01	Stifter	Adalbert		m	Der Kuß von Sentze	(unbekannt)	(unbekannt)	1866		0E_unknown	0E	Die Gartenlaube für Österreich	Familienblatt	I. A. Siegl	2	(unbekannt)	TRUE	(unbekannt)											Martin Ruhl								
00879-02	Stifter	Adalbert		m	Der Kuß von Sentze	(unbekannt)	(unbekannt)	1866		0E_unknown	0E	Die Gartenlaube für Österreich	Familienblatt	I. A. Siegl	2	(unbekannt)	TRUE	(unbekannt)											Martin Ruhl								
00879-03	Stifter	Adalbert		m	Der Kuß von Sentze	(unbekannt)	(unbekannt)	1866		0E_unknown	0E	Die Gartenlaube für Österreich	Familienblatt	I. A. Siegl	2	(unbekannt)	TRUE	(unbekannt)											Martin Ruhl								
00879-04	Stifter	Adalbert		m	Der Kuß von Sentze	(unbekannt)	(unbekannt)	1866		0E_unknown	0E	Die Gartenlaube für Österreich	Familienblatt	I. A. Siegl	2	(unbekannt)	TRUE	(unbekannt)											Martin Ruhl								
00880-00	Stifter	Adalbert		m	Der Condor			1844		0E	0E	Studien	Anthologie		2		FALSE												Julian Schröter	Textgrid				00872-00			
00881-00	Reuter	Gabriele		f	Aus guter Familie	Leidensgeschichte eines Mädchens		1895		Lebensgeschichte	XE		Buch	Fischer, Berlin	1		FALSE								FALSE	FALSE			Julian Schröter								
00881-00	Reuter	Gabriele		f	Aus guter Familie	Leidensgeschichte eines Mädchens		1895		Lebensgeschichte	XE		Buch	Fischer, Berlin	1		FALSE								FALSE	FALSE			Julian Schröter								
00882-00	May	Karl		m	Der Weg zum Glück	Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.	Roman aus dem Leben Ludwig des Zweiten von Karl May	1886		(unbekannt)	Kolportage	Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern	Kolportage	H. G. Münchmeyer	1		TRUE	1-2616	Karl May's Illustrierte Werke	1904	R				FALSE				Jana Grimm	Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html							
00882-001	May	Karl		m	Der Weg zum Glück	Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.	Roman aus dem Leben Ludwig des Zweiten von Karl May	1886		(unbekannt)	Kolportage	Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern	Kolportage	Kolportage	1		TRUE	1-24	Karl May's Illustrierte Werke	1904	R				FALSE				Jana Grimm	Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html							1
00882-002	May	Karl		m	Der Weg zum Glück	Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.	Roman aus dem Leben Ludwig des Zweiten von Karl May	1886		(unbekannt)	Kolportage	Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern	Kolportage	H. G. Münchmeyer	1		TRUE	25-48	Karl May's Illustrierte Werke	1904	R				FALSE				Jana Grimm	Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html							1
00882-003	May	Karl		m	Der Weg zum Glück	Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.	Roman aus dem Leben Ludwig des Zweiten von Karl May	1886		(unbekannt)	Kolportage	Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern	Kolportage	H. G. Münchmeyer	1		TRUE	49-72	Karl May's Illustrierte Werke	1904	R				FALSE				Jana Grimm	Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html							1
00882-004	May	Karl		m	Der Weg zum Glück	Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.	Roman aus dem Leben Ludwig des Zweiten von Karl May	1886		(unbekannt)	Kolportage	Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern	Kolportage	H. G. Münchmeyer	1		TRUE	73-96	Karl May's Illustrierte Werke	1904	R				FALSE				Jana Grimm	Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html							
00882-005	May	Karl		m	Der Weg zum Glück	Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.	Roman aus dem Leben Ludwig des Zweiten von Karl May	1886		(unbekannt)	Kolportage	Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern	Kolportage	H. G. Münchmeyer	1		TRUE	97-120	Karl May's Illustrierte Werke	1904	R				FALSE				Jana Grimm	Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html							
